"","Destination","cd_lod_type","Source","Ms_Yr","Ms_Per","weightTon","transport_type"
"1436","DKNAK","5","GBSOU",2020,3,6242.97,"MAR"
"1437","DOMAN","3","GBSOU",2022,10,6334.12,"MAR"
"1438","DOMAN","6","CIABJ",2019,8,3728.63,"MAR"
"1439","ARSPD","2","CMDLA",2019,10,912.67,"MAR"
"1440","CRMOB","5","GBSSS",2018,11,7985.65,"MAR"
"1441","CIABJ","3","SEYST",2022,5,5062.62,"MAR"
"1442","BEANR","2","CIABJ",2018,11,5041.92,"MAR"
"1443","ARSPD","6","DOMAN",2018,12,2267.6,"MAR"
"1444","ARSPD","1","DKNAK",2020,1,8456.89,"MAR"
"1445","GBLOW","6","CRMOB",2021,5,60.54,"MAR"
"1446","ESSVQ","2","SEYST",2020,12,9086.12,"MAR"
"1447","GBSSS","1","GHTEM",2018,3,7565.66,"MAR"
"1448","DKNAK","1","DOMAN",2022,8,6394.96,"MAR"
"1449","GHTEM","6","ARSPD",2020,3,6822.09,"MAR"
"1450","ESSVQ","3","GBLOW",2022,7,4557.91,"MAR"
"1451","CIABJ","6","SEYST",2022,5,8439.27,"MAR"
"1452","USNNS","1","SEYST",2021,3,771.83,"MAR"
"1453","BEANR","2","CIABJ",2020,9,6960.48,"MAR"
"1454","USNNS","9","GBLOW",2021,4,2639.57,"MAR"
"1455","DKNAK","3","COTRB",2019,6,8483.51,"MAR"
"1456","GBSSS","6","DKNAK",2018,11,5074.53,"MAR"
"1457","GBSOU","1","USNNS",2019,6,4826.94,"MAR"
"1458","CRMOB","6","SEYST",2022,1,8423.56,"MAR"
"1459","DOMAN","6","CRMOB",2019,11,7271.18,"MAR"
"1460","GHTEM","3","GBLOW",2019,10,3012.67,"MAR"
"1461","ARSPD","1","ESSVQ",2018,1,9277.15,"MAR"
"1462","DOMAN","6","GBLOW",2021,3,6618.9,"MAR"
"1463","ARSPD","1","COTRB",2021,1,1529.04,"MAR"
"1464","CRMOB","1","CRMOB",2018,7,1133.46,"MAR"
"1465","BEANR","5","CIABJ",2021,7,5884.36,"MAR"
"1466","GHTEM","3","CIABJ",2019,2,3869.76,"MAR"
"1467","USNNS","2","SEYST",2022,10,1980.24,"MAR"
"1468","ARSPD","9","USNNS",2021,5,5378.1,"MAR"
"1469","GBSSS","2","ARSPD",2020,6,8068.99,"MAR"
"1470","USNNS","3","COTRB",2020,1,2176.99,"MAR"
"1471","GBLOW","2","CMDLA",2022,11,9312.28,"MAR"
"1472","GHTEM","1","COTRB",2020,9,7059.2,"MAR"
"1473","ARSPD","6","COTRB",2019,6,919.75,"MAR"
"1474","DKNAK","5","CRMOB",2022,4,1464.9,"MAR"
"1475","USNNS","3","CMDLA",2022,9,6449.17,"MAR"
"1476","DOMAN","6","GBSOU",2019,12,9576.57,"MAR"
"1477","SEYST","3","CIABJ",2019,4,5683.41,"MAR"
"1478","GBLOW","3","BEANR",2020,11,4002.69,"MAR"
"1479","ARSPD","1","GBSOU",2020,3,9095.37,"MAR"
"1480","GBSOU","2","COTRB",2020,9,3530.47,"MAR"
"1481","GBLOW","1","USNNS",2021,9,5498.48,"MAR"
"1482","SEYST","2","COTRB",2021,5,3818.24,"MAR"
"1483","ARSPD","6","SEYST",2018,4,8589.2,"MAR"
"1484","SEYST","9","ESSVQ",2018,9,7821.97,"MAR"
"1485","COTRB","9","DKNAK",2022,3,5772.93,"MAR"
"1486","ESSVQ","1","GBSOU",2020,4,6355.74,"MAR"
"1487","USNNS","6","USNNS",2019,3,9132.23,"MAR"
"1488","CMDLA","5","CIABJ",2018,1,1820.69,"MAR"
"1489","DKNAK","9","GBSOU",2021,5,2084.58,"MAR"
"1490","ARSPD","6","USNNS",2018,2,5776.01,"MAR"
"1491","GBLOW","9","CMDLA",2018,5,226.98,"MAR"
"1492","CMDLA","9","USNNS",2022,6,7370.03,"MAR"
"1493","BEANR","5","SEYST",2021,11,2430.38,"MAR"
"1494","GBSSS","3","ARSPD",2022,6,129.17,"MAR"
"1495","USNNS","3","DKNAK",2019,5,9916.49,"MAR"
"1496","BEANR","6","ESSVQ",2020,1,9289.76,"MAR"
"1497","GBSOU","3","GBSSS",2018,6,4462.78,"MAR"
"1498","DOMAN","3","GBSSS",2021,1,3816.18,"MAR"
"1499","BEANR","9","CMDLA",2018,3,7847.5,"MAR"
"1500","GBSOU","6","ARSPD",2022,6,572.42,"MAR"
"1501","CIABJ","5","BEANR",2022,1,3072.53,"MAR"
"1502","GHTEM","2","SEYST",2021,12,700.52,"MAR"
"1503","CRMOB","9","CMDLA",2022,11,2662.92,"MAR"
"1504","GBLOW","6","CRMOB",2018,9,7656.94,"MAR"
"1505","DKNAK","3","ARSPD",2018,5,489.62,"MAR"
"1506","GHTEM","1","DKNAK",2021,4,6934.2,"MAR"
"1507","GBLOW","6","SEYST",2020,8,8010.58,"MAR"
"1508","DKNAK","1","GBSSS",2020,12,8841.85,"MAR"
"1509","CRMOB","9","CRMOB",2021,9,8692.54,"MAR"
"1510","SEYST","9","BEANR",2018,1,2394.8,"MAR"
"1511","GBSOU","1","GBLOW",2019,2,8800.91,"MAR"
"1512","DOMAN","1","CMDLA",2021,4,718.13,"MAR"
"1513","GBSOU","9","GBLOW",2022,11,4983.9,"MAR"
"1514","COTRB","3","CRMOB",2020,5,2760.76,"MAR"
"1515","CRMOB","2","DKNAK",2022,2,6862.32,"MAR"
"1516","CMDLA","2","DKNAK",2020,9,2391.94,"MAR"
"1517","GBSOU","3","GBLOW",2019,5,5307.99,"MAR"
"1518","ESSVQ","6","GBLOW",2020,4,521.57,"MAR"
"1519","USNNS","2","ESSVQ",2020,3,5606.33,"MAR"
"1520","ARSPD","3","COTRB",2018,1,3361.72,"MAR"
"1521","GBLOW","1","GBLOW",2018,6,7211.56,"MAR"
"1522","GBSSS","6","GBLOW",2020,7,7127.14,"MAR"
"1523","CMDLA","9","ESSVQ",2020,3,1319.26,"MAR"
"1524","ARSPD","6","DOMAN",2019,7,9778.6,"MAR"
"1525","DOMAN","1","GBSSS",2020,3,5685.08,"MAR"
"1526","COTRB","9","GBSOU",2021,9,2974.11,"MAR"
"1527","CRMOB","5","BEANR",2021,9,3231.64,"MAR"
"1528","ESSVQ","6","GBSSS",2019,5,235.9,"MAR"
"1529","BEANR","5","SEYST",2020,8,2817.39,"MAR"
"1530","CRMOB","2","GBSOU",2022,6,7360.62,"MAR"
"1531","CIABJ","1","GBLOW",2020,3,9637.14,"MAR"
"1532","CRMOB","9","GBLOW",2022,4,9313.56,"MAR"
"1533","SEYST","1","DOMAN",2022,1,7014.81,"MAR"
"1534","CMDLA","1","GBSSS",2022,6,497.25,"MAR"
"1535","DOMAN","5","DOMAN",2021,1,3428.18,"MAR"
"1536","CRMOB","1","CRMOB",2021,9,1215.25,"MAR"
"1537","GBSOU","2","SEYST",2018,9,3577.54,"MAR"
"1538","SEYST","3","ESSVQ",2019,3,2321.63,"MAR"
"1539","CRMOB","6","DOMAN",2021,10,6124.75,"MAR"
"1540","CRMOB","2","CMDLA",2021,10,9869.99,"MAR"
"1541","CRMOB","5","COTRB",2019,3,7652.09,"MAR"
"1542","COTRB","6","BEANR",2020,3,9899.35,"MAR"
"1543","SEYST","9","GBSOU",2019,10,9439.28,"MAR"
"1544","COTRB","9","ARSPD",2019,3,6107.74,"MAR"
"1545","USNNS","3","GHTEM",2021,12,7060.71,"MAR"
"1546","ESSVQ","6","ARSPD",2021,5,8173.38,"MAR"
"1547","GBSOU","5","GHTEM",2018,12,5572.29,"MAR"
"1548","COTRB","3","USNNS",2021,7,7094.51,"MAR"
"1549","COTRB","3","CIABJ",2019,11,3489.72,"MAR"
"1550","GBLOW","6","ESSVQ",2022,2,123.68,"MAR"
"1551","GBSSS","1","GBSOU",2019,9,3666.1,"MAR"
"1552","CRMOB","1","GHTEM",2020,8,106.64,"MAR"
"1553","GBSOU","6","CIABJ",2022,8,7239.05,"MAR"
"1554","GBSSS","6","ARSPD",2020,12,2331.56,"MAR"
"1555","ESSVQ","1","ESSVQ",2020,9,8837.86,"MAR"
"1556","GBSSS","5","USNNS",2020,5,2594.71,"MAR"
"1557","GHTEM","1","SEYST",2018,6,3074.1,"MAR"
"1558","ARSPD","6","DOMAN",2021,6,6707.68,"MAR"
"1559","USNNS","3","GBLOW",2020,10,5447.05,"MAR"
"1560","CRMOB","1","BEANR",2022,1,5436,"MAR"
"1561","DOMAN","2","ESSVQ",2021,10,975.69,"MAR"
"1562","ESSVQ","2","ARSPD",2020,3,3805.55,"MAR"
"1563","CMDLA","9","CRMOB",2022,6,4477.95,"MAR"
"1564","DKNAK","2","GBLOW",2020,4,9913.23,"MAR"
"1565","USNNS","3","DKNAK",2022,5,8881.8,"MAR"
"1566","COTRB","1","USNNS",2019,4,580.35,"MAR"
"1567","COTRB","1","COTRB",2018,8,2495.69,"MAR"
"1568","CMDLA","5","GBSOU",2018,9,6660.18,"MAR"
"1569","CMDLA","1","GBSSS",2022,8,5636.82,"MAR"
"1570","SEYST","1","COTRB",2018,1,9456.66,"MAR"
"1571","CRMOB","9","DKNAK",2021,12,7781.61,"MAR"
"1572","USNNS","9","BEANR",2018,12,2227.96,"MAR"
"1573","CRMOB","3","USNNS",2022,7,4315.08,"MAR"
"1574","COTRB","1","DKNAK",2021,10,401.3,"MAR"
"1575","DOMAN","2","GBLOW",2022,2,2522.15,"MAR"
"1576","BEANR","1","COTRB",2018,1,805.16,"MAR"
"1577","DOMAN","2","GBSSS",2022,7,1677.48,"MAR"
"1578","CMDLA","6","CRMOB",2018,9,7319.55,"MAR"
"1579","CMDLA","3","USNNS",2019,5,7872.02,"MAR"
"1580","USNNS","3","CRMOB",2022,6,4930.7,"MAR"
"1581","CRMOB","5","GHTEM",2019,4,7207.79,"MAR"
"1582","ARSPD","1","SEYST",2019,6,7616.41,"MAR"
"1583","SEYST","9","GHTEM",2020,3,9765.84,"MAR"
"1584","ESSVQ","9","ESSVQ",2018,11,5907.92,"MAR"
"1585","GBSSS","5","ARSPD",2018,8,9295.99,"MAR"
"1586","COTRB","6","GBSOU",2020,12,3510.64,"MAR"
"1587","USNNS","5","GHTEM",2019,1,3891.24,"MAR"
"1588","CMDLA","5","DKNAK",2021,10,9842.58,"MAR"
"1589","GHTEM","2","DOMAN",2021,5,7896.81,"MAR"
"1590","ARSPD","2","DOMAN",2020,10,9477.52,"MAR"
"1591","CIABJ","1","SEYST",2021,3,2651.81,"MAR"
"1592","SEYST","6","GHTEM",2022,6,5711.25,"MAR"
"1593","COTRB","6","USNNS",2022,11,6844.53,"MAR"
"1594","GBSOU","2","COTRB",2020,4,5988.71,"MAR"
"1595","BEANR","2","BEANR",2022,11,1187.16,"MAR"
"1596","CMDLA","5","GHTEM",2021,11,4112.43,"MAR"
"1597","CMDLA","2","GBSSS",2018,5,7427.4,"MAR"
"1598","GBSSS","9","BEANR",2019,4,2005.94,"MAR"
"1599","CIABJ","1","SEYST",2019,5,123.41,"MAR"
"1600","BEANR","2","GBSOU",2019,5,2618.92,"MAR"
"1601","GHTEM","5","USNNS",2021,5,911.66,"MAR"
"1602","CIABJ","5","USNNS",2022,12,8337.77,"MAR"
"1603","GBLOW","1","GBSSS",2020,6,9829.36,"MAR"
"1604","CIABJ","2","ARSPD",2022,8,4804.41,"MAR"
"1605","GBSOU","6","BEANR",2021,6,3895.34,"MAR"
"1606","CMDLA","1","DOMAN",2019,5,8942.27,"MAR"
"1607","GBLOW","6","GBSSS",2022,11,4890.34,"MAR"
"1608","GBSSS","3","GBSSS",2020,6,4262.64,"MAR"
"1609","GBSSS","1","GBLOW",2020,7,2629.46,"MAR"
"1610","CRMOB","6","CRMOB",2020,3,246.19,"MAR"
"1611","CMDLA","9","SEYST",2020,4,3131.23,"MAR"
"1612","SEYST","9","DKNAK",2022,12,8827.45,"MAR"
"1613","USNNS","6","GHTEM",2020,3,1838.35,"MAR"
"1614","SEYST","5","COTRB",2022,12,5557.79,"MAR"
"1615","DKNAK","1","GBLOW",2018,12,7713.87,"MAR"
"1616","ARSPD","9","DKNAK",2020,2,706,"MAR"
"1617","ARSPD","3","DOMAN",2022,1,4265.28,"MAR"
"1618","GBLOW","1","GBSOU",2020,9,610.12,"MAR"
"1619","CRMOB","1","GBSSS",2019,8,1924.79,"MAR"
"1620","ESSVQ","6","COTRB",2021,11,3245.97,"MAR"
"1621","GHTEM","9","DOMAN",2018,1,1111.26,"MAR"
"1622","BEANR","9","DOMAN",2022,9,921.38,"MAR"
"1623","GHTEM","9","CRMOB",2022,6,6746.34,"MAR"
"1624","DKNAK","6","GBSOU",2018,12,806.14,"MAR"
"1625","GHTEM","2","ESSVQ",2022,9,9064.16,"MAR"
"1626","CIABJ","9","SEYST",2019,2,2758.42,"MAR"
"1627","DKNAK","1","USNNS",2018,2,8932.08,"MAR"
"1628","GBSOU","6","ESSVQ",2021,12,6181.6,"MAR"
"1629","CMDLA","1","COTRB",2019,4,7874.55,"MAR"
"1630","SEYST","6","CIABJ",2019,5,6566.32,"MAR"
"1631","ARSPD","1","ARSPD",2019,8,142.01,"MAR"
"1632","CRMOB","6","ESSVQ",2018,12,5908.36,"MAR"
"1633","BEANR","3","ARSPD",2020,11,7044.08,"MAR"
"1634","CMDLA","1","GBSOU",2022,5,698.68,"MAR"
"1635","CRMOB","6","ARSPD",2019,6,3717.66,"MAR"
"1636","DOMAN","3","DOMAN",2021,4,7818.79,"MAR"
"1637","GBLOW","3","CIABJ",2021,10,1043.32,"MAR"
"1638","BEANR","9","CRMOB",2021,9,6322.99,"MAR"
"1639","CIABJ","6","CMDLA",2019,12,1992.97,"MAR"
"1640","CMDLA","1","ESSVQ",2021,3,9195.52,"MAR"
"1641","USNNS","3","USNNS",2021,1,5955.74,"MAR"
"1642","GBLOW","1","SEYST",2021,8,7505.11,"MAR"
"1643","USNNS","2","CIABJ",2018,11,8111.8,"MAR"
"1644","CRMOB","6","DOMAN",2020,7,9302.72,"MAR"
"1645","COTRB","5","CIABJ",2021,7,9933.26,"MAR"
"1646","SEYST","3","CMDLA",2018,11,5220.28,"MAR"
"1647","GBSOU","3","USNNS",2020,2,8467.37,"MAR"
"1648","BEANR","3","BEANR",2022,3,3432.8,"MAR"
"1649","GBSSS","5","DKNAK",2018,9,9085.86,"MAR"
"1650","GBLOW","5","ESSVQ",2019,7,3128.06,"MAR"
"1651","DKNAK","2","GBLOW",2021,1,947.82,"MAR"
"1652","COTRB","1","GHTEM",2019,11,3577.89,"MAR"
"1653","GHTEM","5","CMDLA",2018,6,2487.18,"MAR"
"1654","COTRB","1","CMDLA",2022,2,4142.53,"MAR"
"1655","SEYST","9","CRMOB",2019,6,8686.76,"MAR"
"1656","USNNS","9","CMDLA",2022,3,2143.14,"MAR"
"1657","GBSSS","1","DKNAK",2018,4,8875.49,"MAR"
"1658","GBLOW","5","CRMOB",2021,3,8819.31,"MAR"
"1659","CIABJ","1","BEANR",2019,9,7750.33,"MAR"
"1660","SEYST","9","ARSPD",2019,12,2481,"MAR"
"1661","ESSVQ","6","CMDLA",2019,8,3973.01,"MAR"
"1662","SEYST","6","ESSVQ",2020,2,6150.73,"MAR"
"1663","SEYST","2","ESSVQ",2022,10,543.52,"MAR"
"1664","GBLOW","2","ESSVQ",2021,11,7937.08,"MAR"
"1665","DOMAN","6","DKNAK",2020,4,7888.86,"MAR"
"1666","DOMAN","1","COTRB",2022,7,9884.5,"MAR"
"1667","ESSVQ","9","CIABJ",2021,6,5867.21,"MAR"
"1668","ESSVQ","3","COTRB",2022,5,5256.39,"MAR"
"1669","GBSOU","9","GBSSS",2019,7,917.86,"MAR"
"1670","GBSOU","5","CRMOB",2020,4,7572.91,"MAR"
"1671","SEYST","3","GBSOU",2019,8,9335.1,"MAR"
"1672","CMDLA","3","CMDLA",2021,6,8863.17,"MAR"
"1673","DKNAK","2","GBSOU",2019,9,1631.47,"MAR"
"1674","DKNAK","2","BEANR",2022,12,4940.57,"MAR"
"1675","CIABJ","1","DKNAK",2020,11,7130.06,"MAR"
"1676","DKNAK","9","SEYST",2021,10,3897.52,"MAR"
"1677","DKNAK","2","CRMOB",2019,1,5515.27,"MAR"
"1678","SEYST","1","COTRB",2021,12,9537.16,"MAR"
"1679","CRMOB","3","CRMOB",2022,6,611.19,"MAR"
"1680","ARSPD","6","DKNAK",2018,6,4968.31,"MAR"
"1681","GBSSS","1","COTRB",2019,2,732.11,"MAR"
"1682","ARSPD","2","ESSVQ",2020,4,8733.48,"MAR"
"1683","BEANR","5","SEYST",2021,11,6973.64,"MAR"
"1684","DOMAN","1","ESSVQ",2022,6,6929.69,"MAR"
"1685","GBLOW","1","DOMAN",2018,12,241.15,"MAR"
"1686","BEANR","3","ARSPD",2018,8,336.75,"MAR"
"1687","DOMAN","5","CRMOB",2022,2,5046.66,"MAR"
"1688","COTRB","2","BEANR",2020,12,9810.71,"MAR"
"1689","ARSPD","2","BEANR",2022,7,9682.81,"MAR"
"1690","CIABJ","5","DKNAK",2020,1,1997.2,"MAR"
"1691","BEANR","1","SEYST",2020,10,164.2,"MAR"
"1692","GBLOW","2","GBSOU",2022,7,5615.32,"MAR"
"1693","GHTEM","9","GBSSS",2021,5,6289.62,"MAR"
"1694","GBLOW","5","GBSOU",2020,5,1643.92,"MAR"
"1695","DOMAN","9","DKNAK",2018,7,4695.95,"MAR"
"1696","GBSOU","6","DKNAK",2021,11,2871.83,"MAR"
"1697","DOMAN","3","CIABJ",2020,4,6570.32,"MAR"
"1698","CRMOB","5","CMDLA",2021,7,9461.58,"MAR"
"1699","SEYST","9","USNNS",2019,2,2830.55,"MAR"
"1700","CIABJ","6","CIABJ",2022,2,7670.28,"MAR"
"1701","COTRB","3","SEYST",2020,12,3793.27,"MAR"
"1702","BEANR","2","CIABJ",2019,11,813.19,"MAR"
"1703","ARSPD","2","GBSSS",2020,5,1127.31,"MAR"
"1704","COTRB","6","SEYST",2021,3,7987.03,"MAR"
"1705","GBSOU","6","SEYST",2020,1,7543.84,"MAR"
"1706","COTRB","3","CIABJ",2018,12,769.69,"MAR"
"1707","CIABJ","9","BEANR",2018,7,341.37,"MAR"
"1708","BEANR","2","USNNS",2020,4,2802.16,"MAR"
"1709","ESSVQ","3","GBSSS",2018,11,1413.06,"MAR"
"1710","CRMOB","6","GBLOW",2018,6,1299.42,"MAR"
"1711","USNNS","6","GBSOU",2020,3,9340.79,"MAR"
"1712","CIABJ","9","USNNS",2020,11,8640.49,"MAR"
"1713","ARSPD","6","COTRB",2021,1,8286.53,"MAR"
"1714","SEYST","6","BEANR",2020,4,9912.82,"MAR"
"1715","COTRB","2","GBLOW",2018,4,6395.76,"MAR"
"1716","COTRB","2","ESSVQ",2022,5,7680.75,"MAR"
"1717","BEANR","1","ESSVQ",2019,3,2754.46,"MAR"
"1718","DOMAN","3","GBSOU",2019,9,9313.87,"MAR"
"1719","GBSOU","2","CIABJ",2020,12,7850.59,"MAR"
"1720","CRMOB","3","ESSVQ",2021,8,2914.84,"MAR"
"1721","SEYST","1","USNNS",2019,10,6126.75,"MAR"
"1722","DKNAK","9","SEYST",2018,9,345.01,"MAR"
"1723","BEANR","1","USNNS",2020,11,9338.64,"MAR"
"1724","GBSOU","9","DKNAK",2019,3,5682,"MAR"
"1725","DKNAK","3","SEYST",2018,2,2380.19,"MAR"
"1726","BEANR","6","ESSVQ",2019,6,5557.95,"MAR"
"1727","CIABJ","3","USNNS",2022,2,7937.09,"MAR"
"1728","ARSPD","9","ARSPD",2019,8,1853.42,"MAR"
"1729","CMDLA","9","DKNAK",2020,1,2009.71,"MAR"
"1730","COTRB","6","SEYST",2021,1,8153.82,"MAR"
"1731","DKNAK","1","BEANR",2019,11,1510.41,"MAR"
"1732","ARSPD","3","DKNAK",2018,2,996.3,"MAR"
"1733","USNNS","9","CRMOB",2019,3,3050.8,"MAR"
"1734","ARSPD","1","GBSOU",2020,7,8110.24,"MAR"
"1735","DKNAK","5","CRMOB",2018,9,8366.77,"MAR"
"1736","COTRB","1","DOMAN",2018,4,6379.02,"MAR"
"1737","CIABJ","6","ARSPD",2021,10,5934.03,"MAR"
"1738","ARSPD","1","ESSVQ",2022,2,4074.72,"MAR"
"1739","ARSPD","9","USNNS",2022,12,1616.99,"MAR"
"1740","DOMAN","5","CRMOB",2018,9,4263.92,"MAR"
"1741","ARSPD","6","USNNS",2022,6,1501.31,"MAR"
"1742","ESSVQ","2","GBLOW",2019,12,3123.16,"MAR"
"1743","ESSVQ","1","CIABJ",2019,9,7914.96,"MAR"
"1744","ESSVQ","1","GBLOW",2019,5,18.56,"MAR"
"1745","COTRB","5","CRMOB",2018,4,846.83,"MAR"
"1746","CRMOB","9","COTRB",2020,7,6186.23,"MAR"
"1747","DKNAK","2","GBSSS",2020,7,969.65,"MAR"
"1748","ESSVQ","9","ARSPD",2021,3,9691.79,"MAR"
"1749","GBSOU","5","CMDLA",2019,10,2165.01,"MAR"
"1750","GHTEM","9","ESSVQ",2022,9,7486.71,"MAR"
"1751","ESSVQ","5","ESSVQ",2019,9,2392.64,"MAR"
"1752","COTRB","2","BEANR",2022,3,1130.6,"MAR"
"1753","BEANR","1","CRMOB",2020,1,7831.6,"MAR"
"1754","COTRB","9","ESSVQ",2020,4,5416.85,"MAR"
"1755","CIABJ","9","DKNAK",2020,11,3519.3,"MAR"
"1756","DKNAK","9","GBSSS",2018,6,7027.21,"MAR"
"1757","DKNAK","2","GHTEM",2021,10,5614.02,"MAR"
"1758","GHTEM","6","DKNAK",2021,2,1567.32,"MAR"
"1759","SEYST","2","ARSPD",2021,10,610.06,"MAR"
"1760","COTRB","3","CIABJ",2021,8,7954.7,"MAR"
"1761","BEANR","9","BEANR",2022,9,4744.68,"MAR"
"1762","GBLOW","9","CIABJ",2022,6,8072.22,"MAR"
"1763","CRMOB","5","DKNAK",2020,6,6604.88,"MAR"
"1764","ARSPD","2","CIABJ",2021,5,1475.83,"MAR"
"1765","SEYST","2","BEANR",2018,8,3442.67,"MAR"
"1766","ESSVQ","1","COTRB",2022,4,8333.73,"MAR"
"1767","GHTEM","9","ESSVQ",2022,6,9885.21,"MAR"
"1768","ESSVQ","1","DKNAK",2019,8,3973.81,"MAR"
"1769","ESSVQ","9","USNNS",2021,5,8835.2,"MAR"
"1770","GHTEM","9","CIABJ",2019,4,5271.3,"MAR"
"1771","BEANR","1","GHTEM",2018,8,943.77,"MAR"
"1772","CMDLA","3","GBSOU",2020,1,7132.4,"MAR"
"1773","DOMAN","1","COTRB",2021,1,6039.46,"MAR"
"1774","BEANR","5","USNNS",2020,5,6978.13,"MAR"
"1775","DKNAK","6","ESSVQ",2021,8,9702.37,"MAR"
"1776","ESSVQ","6","DOMAN",2018,10,4639.25,"MAR"
"1777","BEANR","6","CIABJ",2020,4,7137.85,"MAR"
"1778","GBSSS","2","CMDLA",2020,5,2366.55,"MAR"
"1779","CMDLA","2","COTRB",2020,3,6604.3,"MAR"
"1780","COTRB","5","ARSPD",2022,8,3802.63,"MAR"
"1781","DKNAK","1","CRMOB",2018,10,6131.54,"MAR"
"1782","DOMAN","2","ESSVQ",2019,9,2093.33,"MAR"
"1783","CMDLA","5","ARSPD",2021,6,1439.16,"MAR"
"1784","USNNS","2","DKNAK",2020,7,1966.03,"MAR"
"1785","GBSOU","2","USNNS",2021,11,2056.13,"MAR"
"1786","CMDLA","3","ESSVQ",2022,2,89.43,"MAR"
"1787","USNNS","2","GBSSS",2021,6,6225.64,"MAR"
"1788","SEYST","1","COTRB",2018,4,1155.06,"MAR"
"1789","CMDLA","9","GBSSS",2021,9,7305.87,"MAR"
"1790","BEANR","6","ESSVQ",2018,5,7271.09,"MAR"
"1791","SEYST","9","CRMOB",2019,2,395.47,"MAR"
"1792","COTRB","5","BEANR",2018,12,9504.09,"MAR"
"1793","GBSOU","2","BEANR",2021,5,1154.67,"MAR"
"1794","GBLOW","9","GBSSS",2018,8,2560.66,"MAR"
"1795","BEANR","1","SEYST",2021,11,9504.2,"MAR"
"1796","DOMAN","1","COTRB",2022,6,3238.05,"MAR"
"1797","CRMOB","5","GBSSS",2020,2,5208.07,"MAR"
"1798","USNNS","9","GBSSS",2022,4,4119.27,"MAR"
"1799","DOMAN","6","COTRB",2018,12,200.45,"MAR"
"1800","GHTEM","5","GBSSS",2018,6,5453.68,"MAR"
"1801","DKNAK","6","ARSPD",2020,3,4354.77,"MAR"
"1802","BEANR","1","USNNS",2022,3,6364.25,"MAR"
"1803","GBSOU","2","SEYST",2022,2,8543.75,"MAR"
"1804","USNNS","1","CMDLA",2018,6,13.79,"MAR"
"1805","COTRB","2","GBLOW",2022,9,7577.97,"MAR"
"1806","GBSOU","3","GBSSS",2020,9,5776.91,"MAR"
"1807","CIABJ","5","DOMAN",2022,3,8778.75,"MAR"
"1808","BEANR","3","CRMOB",2019,6,84.26,"MAR"
"1809","GBSOU","2","GHTEM",2019,9,2243.75,"MAR"
"1810","BEANR","6","DOMAN",2018,3,2410.08,"MAR"
"1811","GBSOU","5","CRMOB",2022,3,9985.54,"MAR"
"1812","GBSOU","9","GBSSS",2018,10,5582.09,"MAR"
"1813","DKNAK","9","ESSVQ",2022,3,3480.69,"MAR"
"1814","GHTEM","5","BEANR",2022,9,5423.98,"MAR"
"1815","CMDLA","3","ARSPD",2020,1,8809.67,"MAR"
"1816","USNNS","5","ESSVQ",2019,10,5361.05,"MAR"
"1817","GHTEM","5","BEANR",2022,3,9685.48,"MAR"
"1818","SEYST","9","DOMAN",2021,7,5284.79,"MAR"
"1819","CMDLA","6","ESSVQ",2020,6,4952.6,"MAR"
"1820","DKNAK","5","ESSVQ",2022,2,9197.29,"MAR"
"1821","GBSSS","2","COTRB",2018,11,5462.7,"MAR"
"1822","GBLOW","1","GHTEM",2020,9,7478.78,"MAR"
"1823","GBSOU","5","DKNAK",2018,12,1764.01,"MAR"
"1824","GHTEM","5","BEANR",2021,2,1436.44,"MAR"
"1825","GBSSS","9","COTRB",2019,1,3694.24,"MAR"
"1826","CMDLA","3","ESSVQ",2018,5,2328.21,"MAR"
"1827","SEYST","3","BEANR",2021,11,2232.6,"MAR"
"1828","CMDLA","6","BEANR",2022,7,1180.35,"MAR"
"1829","GBSOU","1","GBSOU",2020,7,6311.57,"MAR"
"1830","ARSPD","2","DOMAN",2019,5,4996.37,"MAR"
"1831","GBSOU","9","BEANR",2022,7,3124.79,"MAR"
"1832","CIABJ","6","DKNAK",2021,9,3981.23,"MAR"
"1833","ESSVQ","1","ESSVQ",2018,1,39.96,"MAR"
"1834","GBSOU","3","USNNS",2020,8,282.12,"MAR"
"1835","BEANR","1","SEYST",2020,9,154.86,"MAR"
"1836","ESSVQ","9","BEANR",2022,2,959.57,"MAR"
"1837","GBSOU","9","COTRB",2022,8,24.84,"MAR"
"1838","GHTEM","1","USNNS",2021,9,2326.89,"MAR"
"1839","GBSSS","6","CMDLA",2021,4,5686.11,"MAR"
"1840","COTRB","5","USNNS",2018,11,8443.03,"MAR"
"1841","ARSPD","5","GHTEM",2022,12,9713.31,"MAR"
"1842","GBSSS","3","SEYST",2019,5,9895.15,"MAR"
"1843","ARSPD","1","CMDLA",2018,6,9681.5,"MAR"
"1844","COTRB","9","GBSSS",2021,6,1426.69,"MAR"
"1845","DKNAK","6","COTRB",2022,2,5995.25,"MAR"
"1846","BEANR","6","ARSPD",2020,1,2629.31,"MAR"
"1847","SEYST","1","DKNAK",2022,1,193.09,"MAR"
"1848","CIABJ","2","DOMAN",2022,3,6606.15,"MAR"
"1849","BEANR","1","GBSOU",2020,10,8355.64,"MAR"
"1850","CRMOB","6","CRMOB",2021,10,6394.07,"MAR"
"1851","ARSPD","1","ARSPD",2018,6,8708.35,"MAR"
"1852","ARSPD","1","DKNAK",2020,9,6431.74,"MAR"
